id,number_of_epochs,model,architecture,object,optimizer,loss,learning_rate,sequence_len,number_of_layers,test_r2
210,200,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.444562
210,400,Generation,LSTM,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.442711
211,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.427892
211,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.458911
211,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.463721
211,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,2,-0.46615
212,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.461651
212,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.447339
212,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.443582
212,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,12,4,-0.445451
213,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.306004
213,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.312388
213,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.420338
213,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,2,-0.424184
214,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.432158
214,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.434266
214,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.444454
214,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,24,4,-0.44721
215,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.461852
215,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.464906
215,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.46904
215,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,2,-0.452561
216,50,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.457002
216,100,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.451053
216,200,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.446662
216,400,Generation,GRU,solar_30k,RMSProp,MAPE,0.0001,36,4,-0.445112
217,50,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,2,0.957629
217,100,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,2,0.966851
217,200,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,2,0.969185
217,400,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,2,0.969401
218,50,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,4,0.89887
218,100,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,4,0.96416
218,200,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,4,0.964483
218,400,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.001,1,4,0.962831
223,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,2,0.9705
223,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,2,0.973313
223,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,2,0.974831
223,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,2,0.960294
224,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,4,0.970583
224,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,4,0.97105
224,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,4,0.972792
224,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,12,4,0.972937
225,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,2,0.974257
225,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,2,0.971982
225,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,2,0.972919
225,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,2,0.968018
226,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,4,0.957673
226,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,4,0.965084
226,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,4,0.96408
226,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,24,4,0.963783
227,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,2,0.961033
227,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,2,0.96961
227,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,2,0.969648
227,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,2,0.968763
228,50,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,4,0.969989
228,100,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,4,0.968598
228,200,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,4,0.966344
228,400,Generation,LSTM,solar_5k,Adam,MAE,0.001,36,4,0.971383
229,50,Generation,GRU,solar_5k,Adam,MAE,0.001,12,2,0.961047
229,100,Generation,GRU,solar_5k,Adam,MAE,0.001,12,2,0.970318
229,200,Generation,GRU,solar_5k,Adam,MAE,0.001,12,2,0.974785
229,400,Generation,GRU,solar_5k,Adam,MAE,0.001,12,2,0.975664
230,50,Generation,GRU,solar_5k,Adam,MAE,0.001,12,4,0.963476
230,100,Generation,GRU,solar_5k,Adam,MAE,0.001,12,4,0.972031
230,200,Generation,GRU,solar_5k,Adam,MAE,0.001,12,4,0.979254
230,400,Generation,GRU,solar_5k,Adam,MAE,0.001,12,4,0.976388
231,50,Generation,GRU,solar_5k,Adam,MAE,0.001,24,2,0.957344
231,100,Generation,GRU,solar_5k,Adam,MAE,0.001,24,2,0.97717
231,200,Generation,GRU,solar_5k,Adam,MAE,0.001,24,2,0.978993
231,400,Generation,GRU,solar_5k,Adam,MAE,0.001,24,2,0.971234
232,50,Generation,GRU,solar_5k,Adam,MAE,0.001,24,4,0.959603
232,100,Generation,GRU,solar_5k,Adam,MAE,0.001,24,4,0.975771
232,200,Generation,GRU,solar_5k,Adam,MAE,0.001,24,4,0.968058
232,400,Generation,GRU,solar_5k,Adam,MAE,0.001,24,4,0.971955
233,50,Generation,GRU,solar_5k,Adam,MAE,0.001,36,2,0.961998
233,100,Generation,GRU,solar_5k,Adam,MAE,0.001,36,2,0.978331
233,200,Generation,GRU,solar_5k,Adam,MAE,0.001,36,2,0.975953
233,400,Generation,GRU,solar_5k,Adam,MAE,0.001,36,2,0.970174
234,50,Generation,GRU,solar_5k,Adam,MAE,0.001,36,4,0.963295
234,100,Generation,GRU,solar_5k,Adam,MAE,0.001,36,4,0.974241
234,200,Generation,GRU,solar_5k,Adam,MAE,0.001,36,4,0.980553
234,400,Generation,GRU,solar_5k,Adam,MAE,0.001,36,4,0.980727
235,50,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,2,0.93763
235,100,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,2,0.946141
235,200,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,2,0.960352
235,400,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,2,0.963995
236,50,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,4,0.942579
236,100,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,4,0.962586
236,200,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,4,0.967831
236,400,Generation,FEEDFORWARD,solar_5k,Adam,MAE,0.0001,1,4,0.972587
241,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,2,0.931064
241,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,2,0.95084
241,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,2,0.961948
241,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,2,0.963848
242,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,4,0.918273
242,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,4,0.938291
242,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,4,0.95677
242,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,12,4,0.967938
243,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,2,0.942805
243,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,2,0.955434
243,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,2,0.964841
243,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,2,0.969235
244,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,4,0.926144
244,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,4,0.948357
244,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,4,0.961287
244,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,24,4,0.962627
245,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,2,0.939018
245,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,2,0.957689
245,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,2,0.969599
245,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,2,0.974891
246,50,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,4,0.923104
246,100,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,4,0.952769
246,200,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,4,0.966441
246,400,Generation,LSTM,solar_5k,Adam,MAE,0.0001,36,4,0.948211
247,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,2,0.939812
247,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,2,0.941372
247,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,2,0.951799
247,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,2,0.957868
248,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,4,0.945004
248,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,4,0.95179
248,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,4,0.956272
248,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,12,4,0.954762
249,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,2,0.94012
249,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,2,0.94654
249,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,2,0.953521
249,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,2,0.956842
250,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,4,0.947355
250,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,4,0.947225
250,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,4,0.957468
250,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,24,4,0.958728
251,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,2,0.941968
251,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,2,0.947532
251,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,2,0.950327
251,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,2,0.951269
252,50,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,4,0.947769
252,100,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,4,0.956635
252,200,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,4,0.954672
252,400,Generation,GRU,solar_5k,Adam,MAE,0.0001,36,4,0.958491
253,50,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,2,0.943735
253,100,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,2,0.943955
253,200,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,2,0.935332
253,400,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,2,0.947535
254,50,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,4,0.958243
254,100,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,4,0.965488
254,200,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,4,0.949526
254,400,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.001,1,4,0.944635
259,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,2,0.970566
259,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,2,0.971694
259,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,2,0.962553
259,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,2,0.951162
260,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,4,0.969076
260,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,4,0.968847
260,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,4,0.952731
260,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,12,4,0.946098
261,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,2,0.967103
261,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,2,0.954776
261,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,2,0.955471
261,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,2,0.952977
262,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,4,0.957318
262,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,4,0.942123
262,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,4,0.943903
262,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,24,4,0.93916
263,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,2,0.969212
263,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,2,0.961332
263,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,2,0.944494
263,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,2,0.943876
264,50,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,4,0.959178
264,100,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,4,0.947031
264,200,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,4,0.940578
264,400,Generation,LSTM,solar_5k,Adam,MSE,0.001,36,4,0.934292
265,50,Generation,GRU,solar_5k,Adam,MSE,0.001,12,2,0.958857
265,100,Generation,GRU,solar_5k,Adam,MSE,0.001,12,2,0.960324
265,200,Generation,GRU,solar_5k,Adam,MSE,0.001,12,2,0.964153
265,400,Generation,GRU,solar_5k,Adam,MSE,0.001,12,2,0.949532
266,50,Generation,GRU,solar_5k,Adam,MSE,0.001,12,4,0.965685
266,100,Generation,GRU,solar_5k,Adam,MSE,0.001,12,4,0.97074
266,200,Generation,GRU,solar_5k,Adam,MSE,0.001,12,4,0.966732
266,400,Generation,GRU,solar_5k,Adam,MSE,0.001,12,4,0.964898
267,50,Generation,GRU,solar_5k,Adam,MSE,0.001,24,2,0.960195
267,100,Generation,GRU,solar_5k,Adam,MSE,0.001,24,2,0.969225
267,200,Generation,GRU,solar_5k,Adam,MSE,0.001,24,2,0.97501
267,400,Generation,GRU,solar_5k,Adam,MSE,0.001,24,2,0.976959
268,50,Generation,GRU,solar_5k,Adam,MSE,0.001,24,4,0.962847
268,100,Generation,GRU,solar_5k,Adam,MSE,0.001,24,4,0.972675
268,200,Generation,GRU,solar_5k,Adam,MSE,0.001,24,4,0.965066
268,400,Generation,GRU,solar_5k,Adam,MSE,0.001,24,4,0.969504
269,50,Generation,GRU,solar_5k,Adam,MSE,0.001,36,2,0.955225
269,100,Generation,GRU,solar_5k,Adam,MSE,0.001,36,2,0.971374
269,200,Generation,GRU,solar_5k,Adam,MSE,0.001,36,2,0.9492
269,400,Generation,GRU,solar_5k,Adam,MSE,0.001,36,2,0.955758
270,50,Generation,GRU,solar_5k,Adam,MSE,0.001,36,4,0.958208
270,100,Generation,GRU,solar_5k,Adam,MSE,0.001,36,4,0.97224
270,200,Generation,GRU,solar_5k,Adam,MSE,0.001,36,4,0.967121
270,400,Generation,GRU,solar_5k,Adam,MSE,0.001,36,4,0.965393
271,50,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,2,0.949996
271,100,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,2,0.957061
271,200,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,2,0.962237
271,400,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,2,0.962429
272,50,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,4,0.944326
272,100,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,4,0.958364
272,200,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,4,0.962285
272,400,Generation,FEEDFORWARD,solar_5k,Adam,MSE,0.0001,1,4,0.96093
277,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,2,0.939289
277,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,2,0.950256
277,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,2,0.964714
277,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,2,0.962637
278,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,4,0.932596
278,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,4,0.939757
278,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,4,0.964046
278,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,12,4,0.961366
279,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,2,0.944375
279,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,2,0.956648
279,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,2,0.959982
279,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,2,0.952857
280,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,4,0.913561
280,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,4,0.945458
280,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,4,0.950337
280,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,24,4,0.908337
281,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,2,0.943494
281,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,2,0.947849
281,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,2,0.960969
281,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,2,0.959329
282,50,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,4,0.93159
282,100,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,4,0.938842
282,200,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,4,0.936058
282,400,Generation,LSTM,solar_5k,Adam,MSE,0.0001,36,4,0.932911
283,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,2,0.944126
283,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,2,0.949253
283,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,2,0.950142
283,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,2,0.964111
284,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,4,0.940124
284,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,4,0.948668
284,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,4,0.951198
284,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,12,4,0.967878
285,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,2,0.926987
285,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,2,0.944869
285,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,2,0.955277
285,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,2,0.960261
286,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,4,0.934243
286,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,4,0.954477
286,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,4,0.961961
286,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,24,4,0.971559
287,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,2,0.936906
287,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,2,0.941643
287,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,2,0.952782
287,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,2,0.963639
288,50,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,4,0.939239
288,100,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,4,0.932461
288,200,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,4,0.960338
288,400,Generation,GRU,solar_5k,Adam,MSE,0.0001,36,4,0.963477
289,50,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,2,0.742319
289,100,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,2,-0.187221
289,200,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,2,0.669575
289,400,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,2,0.725959
290,50,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,4,0.129279
290,100,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,4,0.279931
290,200,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,4,-0.265124
290,400,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.001,1,4,0.688772
295,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,2,-0.265444
295,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,2,-0.265088
295,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,2,-0.264661
295,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,2,-0.265002
296,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,4,-0.264931
296,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,4,-0.265055
296,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,4,-0.265088
296,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,12,4,-0.264875
297,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,2,-0.264411
297,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,2,-0.26548
297,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,2,-0.264999
297,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,2,-0.264953
298,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,4,-0.26542
298,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,4,-0.265151
298,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,4,-0.265343
298,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,24,4,-0.265041
299,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,2,-0.265508
299,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,2,-0.263928
299,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,2,-0.265146
299,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,2,-0.265273
300,50,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,4,-0.265518
300,100,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,4,-0.266414
300,200,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,4,-0.265172
300,400,Generation,LSTM,solar_5k,Adam,MAPE,0.001,36,4,-0.264927
301,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,2,-0.268529
301,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,2,-0.263936
301,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,2,-0.265221
301,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,2,-0.264982
302,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,4,-0.26438
302,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,4,-0.265726
302,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,4,-0.265052
302,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,12,4,-0.26495
303,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,2,-0.266494
303,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,2,-0.267164
303,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,2,-0.265229
303,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,2,-0.264928
304,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,4,-0.265081
304,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,4,-0.265483
304,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,4,-0.26569
304,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,24,4,-0.264328
305,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,2,-0.270521
305,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,2,-0.263331
305,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,2,-0.265265
305,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,2,-0.264835
306,50,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,4,-0.261729
306,100,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,4,-0.265808
306,200,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,4,-0.264061
306,400,Generation,GRU,solar_5k,Adam,MAPE,0.001,36,4,-0.265088
307,50,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,2,-0.233183
307,100,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,2,-0.134025
307,200,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,2,0.25767
307,400,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,2,0.755668
308,50,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,4,-0.211081
308,100,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,4,0.723442
308,200,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,4,0.806205
308,400,Generation,FEEDFORWARD,solar_5k,Adam,MAPE,0.0001,1,4,0.882172
313,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,2,-0.267073
313,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,2,-0.259681
313,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,2,-0.265749
313,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,2,-0.266426
314,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,4,-0.265143
314,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,4,-0.264499
314,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,4,-0.265012
314,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,12,4,-0.264942
315,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,2,-0.265147
315,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,2,-0.261345
315,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,2,-0.26716
315,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,2,-0.265801
316,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,4,-0.263458
316,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,4,-0.26431
316,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,4,-0.265005
316,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,24,4,-0.264496
317,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,2,-0.267481
317,100,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,2,-0.267834
317,200,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,2,-0.266193
317,400,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,2,-0.263696
318,50,Generation,LSTM,solar_5k,Adam,MAPE,0.0001,36,4,-0.26599
