id,number_of_epochs,model,architecture,object,optimizer,loss,learning_rate,sequence_len,number_of_layers,test_r2
423,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.278437
423,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.2626
423,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.265942
423,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.266341
424,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.265086
424,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.265589
424,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.265249
424,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.265197
425,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.276635
425,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.26853
425,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.269324
425,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.266743
426,50,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.266117
426,100,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.265727
426,200,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.26588
426,400,Generation,LSTM,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.265699
427,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.282147
427,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.264662
427,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.26549
427,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,2,-0.266233
428,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.26685
428,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.264835
428,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.265706
428,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,12,4,-0.267005
429,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.281937
429,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.277987
429,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.26347
429,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,2,-0.267658
430,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.265182
430,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.266197
430,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.266037
430,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,24,4,-0.266347
431,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.25476
431,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.263382
431,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.270374
431,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,2,-0.268576
432,50,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.266232
432,100,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.266196
432,200,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.266028
432,400,Generation,GRU,solar_5k,RMSProp,MAPE,0.0001,36,4,-0.267663
433,50,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,2,0.449828
433,100,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,2,0.478508
433,200,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,2,0.45912
433,400,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,2,0.427206
434,50,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,4,0.43021
434,100,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,4,0.46262
434,200,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,4,0.418709
434,400,Consumption,FEEDFORWARD,1,Adam,MAE,0.001,1,4,0.368883
439,50,Consumption,LSTM,1,Adam,MAE,0.001,12,2,0.495375
439,100,Consumption,LSTM,1,Adam,MAE,0.001,12,2,0.519736
439,200,Consumption,LSTM,1,Adam,MAE,0.001,12,2,0.455304
439,400,Consumption,LSTM,1,Adam,MAE,0.001,12,2,0.195438
440,50,Consumption,LSTM,1,Adam,MAE,0.001,12,4,0.494778
440,100,Consumption,LSTM,1,Adam,MAE,0.001,12,4,0.464907
440,200,Consumption,LSTM,1,Adam,MAE,0.001,12,4,0.462698
440,400,Consumption,LSTM,1,Adam,MAE,0.001,12,4,0.475014
441,50,Consumption,LSTM,1,Adam,MAE,0.001,24,2,0.469129
441,100,Consumption,LSTM,1,Adam,MAE,0.001,24,2,0.465168
441,200,Consumption,LSTM,1,Adam,MAE,0.001,24,2,0.378488
441,400,Consumption,LSTM,1,Adam,MAE,0.001,24,2,0.0923103
442,50,Consumption,LSTM,1,Adam,MAE,0.001,24,4,0.49798
442,100,Consumption,LSTM,1,Adam,MAE,0.001,24,4,0.451335
442,200,Consumption,LSTM,1,Adam,MAE,0.001,24,4,0.303497
442,400,Consumption,LSTM,1,Adam,MAE,0.001,24,4,0.303338
443,50,Consumption,LSTM,1,Adam,MAE,0.001,36,2,0.488596
443,100,Consumption,LSTM,1,Adam,MAE,0.001,36,2,0.492519
443,200,Consumption,LSTM,1,Adam,MAE,0.001,36,2,0.345706
443,400,Consumption,LSTM,1,Adam,MAE,0.001,36,2,0.0121269
444,50,Consumption,LSTM,1,Adam,MAE,0.001,36,4,0.442553
444,100,Consumption,LSTM,1,Adam,MAE,0.001,36,4,0.449599
444,200,Consumption,LSTM,1,Adam,MAE,0.001,36,4,0.263564
444,400,Consumption,LSTM,1,Adam,MAE,0.001,36,4,0.178733
445,50,Consumption,GRU,1,Adam,MAE,0.001,12,2,0.487523
445,100,Consumption,GRU,1,Adam,MAE,0.001,12,2,0.504014
445,200,Consumption,GRU,1,Adam,MAE,0.001,12,2,0.499711
445,400,Consumption,GRU,1,Adam,MAE,0.001,12,2,0.330265
446,50,Consumption,GRU,1,Adam,MAE,0.001,12,4,0.507162
446,100,Consumption,GRU,1,Adam,MAE,0.001,12,4,0.478243
446,200,Consumption,GRU,1,Adam,MAE,0.001,12,4,0.362514
446,400,Consumption,GRU,1,Adam,MAE,0.001,12,4,0.253953
447,50,Consumption,GRU,1,Adam,MAE,0.001,24,2,0.471816
447,100,Consumption,GRU,1,Adam,MAE,0.001,24,2,0.496876
447,200,Consumption,GRU,1,Adam,MAE,0.001,24,2,0.401649
447,400,Consumption,GRU,1,Adam,MAE,0.001,24,2,0.0124164
448,50,Consumption,GRU,1,Adam,MAE,0.001,24,4,0.492547
448,100,Consumption,GRU,1,Adam,MAE,0.001,24,4,0.481371
448,200,Consumption,GRU,1,Adam,MAE,0.001,24,4,0.366724
448,400,Consumption,GRU,1,Adam,MAE,0.001,24,4,0.40449
449,50,Consumption,GRU,1,Adam,MAE,0.001,36,2,0.495166
449,100,Consumption,GRU,1,Adam,MAE,0.001,36,2,0.51085
449,200,Consumption,GRU,1,Adam,MAE,0.001,36,2,0.443923
449,400,Consumption,GRU,1,Adam,MAE,0.001,36,2,0.245437
450,50,Consumption,GRU,1,Adam,MAE,0.001,36,4,0.497519
450,100,Consumption,GRU,1,Adam,MAE,0.001,36,4,0.46585
450,200,Consumption,GRU,1,Adam,MAE,0.001,36,4,0.309969
450,400,Consumption,GRU,1,Adam,MAE,0.001,36,4,0.335821
451,50,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,2,0.454656
451,100,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,2,0.472185
451,200,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,2,0.483329
451,400,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,2,0.464013
452,50,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,4,0.462834
452,100,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,4,0.471874
452,200,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,4,0.464033
452,400,Consumption,FEEDFORWARD,1,Adam,MAE,0.0001,1,4,0.466362
457,50,Consumption,LSTM,1,Adam,MAE,0.0001,12,2,0.250261
457,100,Consumption,LSTM,1,Adam,MAE,0.0001,12,2,0.378292
457,200,Consumption,LSTM,1,Adam,MAE,0.0001,12,2,0.47397
457,400,Consumption,LSTM,1,Adam,MAE,0.0001,12,2,0.479184
458,50,Consumption,LSTM,1,Adam,MAE,0.0001,12,4,0.112328
458,100,Consumption,LSTM,1,Adam,MAE,0.0001,12,4,0.243279
458,200,Consumption,LSTM,1,Adam,MAE,0.0001,12,4,0.477312
458,400,Consumption,LSTM,1,Adam,MAE,0.0001,12,4,0.484004
459,50,Consumption,LSTM,1,Adam,MAE,0.0001,24,2,0.251505
459,100,Consumption,LSTM,1,Adam,MAE,0.0001,24,2,0.389293
459,200,Consumption,LSTM,1,Adam,MAE,0.0001,24,2,0.456193
459,400,Consumption,LSTM,1,Adam,MAE,0.0001,24,2,0.464452
460,50,Consumption,LSTM,1,Adam,MAE,0.0001,24,4,0.0559035
460,100,Consumption,LSTM,1,Adam,MAE,0.0001,24,4,0.106632
460,200,Consumption,LSTM,1,Adam,MAE,0.0001,24,4,0.225701
460,400,Consumption,LSTM,1,Adam,MAE,0.0001,24,4,0.411589
461,50,Consumption,LSTM,1,Adam,MAE,0.0001,36,2,0.295845
461,100,Consumption,LSTM,1,Adam,MAE,0.0001,36,2,0.391194
461,200,Consumption,LSTM,1,Adam,MAE,0.0001,36,2,0.456057
461,400,Consumption,LSTM,1,Adam,MAE,0.0001,36,2,0.440973
462,50,Consumption,LSTM,1,Adam,MAE,0.0001,36,4,-0.00332538
462,100,Consumption,LSTM,1,Adam,MAE,0.0001,36,4,0.119725
462,200,Consumption,LSTM,1,Adam,MAE,0.0001,36,4,0.203574
462,400,Consumption,LSTM,1,Adam,MAE,0.0001,36,4,0.350588
463,50,Consumption,GRU,1,Adam,MAE,0.0001,12,2,0.370476
463,100,Consumption,GRU,1,Adam,MAE,0.0001,12,2,0.423784
463,200,Consumption,GRU,1,Adam,MAE,0.0001,12,2,0.467006
463,400,Consumption,GRU,1,Adam,MAE,0.0001,12,2,0.491845
464,50,Consumption,GRU,1,Adam,MAE,0.0001,12,4,0.341651
464,100,Consumption,GRU,1,Adam,MAE,0.0001,12,4,0.437045
464,200,Consumption,GRU,1,Adam,MAE,0.0001,12,4,0.481411
464,400,Consumption,GRU,1,Adam,MAE,0.0001,12,4,0.501284
465,50,Consumption,GRU,1,Adam,MAE,0.0001,24,2,0.415116
465,100,Consumption,GRU,1,Adam,MAE,0.0001,24,2,0.425595
465,200,Consumption,GRU,1,Adam,MAE,0.0001,24,2,0.470278
465,400,Consumption,GRU,1,Adam,MAE,0.0001,24,2,0.479669
466,50,Consumption,GRU,1,Adam,MAE,0.0001,24,4,0.277942
466,100,Consumption,GRU,1,Adam,MAE,0.0001,24,4,0.417512
466,200,Consumption,GRU,1,Adam,MAE,0.0001,24,4,0.478727
466,400,Consumption,GRU,1,Adam,MAE,0.0001,24,4,0.491666
467,50,Consumption,GRU,1,Adam,MAE,0.0001,36,2,0.366702
467,100,Consumption,GRU,1,Adam,MAE,0.0001,36,2,0.418032
467,200,Consumption,GRU,1,Adam,MAE,0.0001,36,2,0.468675
467,400,Consumption,GRU,1,Adam,MAE,0.0001,36,2,0.478878
468,50,Consumption,GRU,1,Adam,MAE,0.0001,36,4,0.327908
468,100,Consumption,GRU,1,Adam,MAE,0.0001,36,4,0.404141
468,200,Consumption,GRU,1,Adam,MAE,0.0001,36,4,0.497465
468,400,Consumption,GRU,1,Adam,MAE,0.0001,36,4,0.49686
469,50,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,2,0.454416
469,100,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,2,0.483631
469,200,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,2,0.407202
469,400,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,2,0.484209
470,50,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,4,0.427187
470,100,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,4,0.432333
470,200,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,4,0.418361
470,400,Consumption,FEEDFORWARD,1,Adam,MSE,0.001,1,4,0.292541
475,50,Consumption,LSTM,1,Adam,MSE,0.001,12,2,0.416468
475,100,Consumption,LSTM,1,Adam,MSE,0.001,12,2,0.460614
475,200,Consumption,LSTM,1,Adam,MSE,0.001,12,2,0.0591394
475,400,Consumption,LSTM,1,Adam,MSE,0.001,12,2,0.1136
476,50,Consumption,LSTM,1,Adam,MSE,0.001,12,4,0.465908
476,100,Consumption,LSTM,1,Adam,MSE,0.001,12,4,0.432024
476,200,Consumption,LSTM,1,Adam,MSE,0.001,12,4,0.12777
476,400,Consumption,LSTM,1,Adam,MSE,0.001,12,4,0.203627
477,50,Consumption,LSTM,1,Adam,MSE,0.001,24,2,0.459661
477,100,Consumption,LSTM,1,Adam,MSE,0.001,24,2,0.385467
477,200,Consumption,LSTM,1,Adam,MSE,0.001,24,2,0.0481366
477,400,Consumption,LSTM,1,Adam,MSE,0.001,24,2,-0.0899849
478,50,Consumption,LSTM,1,Adam,MSE,0.001,24,4,0.43417
478,100,Consumption,LSTM,1,Adam,MSE,0.001,24,4,0.247196
478,200,Consumption,LSTM,1,Adam,MSE,0.001,24,4,-0.0209168
478,400,Consumption,LSTM,1,Adam,MSE,0.001,24,4,-0.0363722
479,50,Consumption,LSTM,1,Adam,MSE,0.001,36,2,0.4253
479,100,Consumption,LSTM,1,Adam,MSE,0.001,36,2,0.348978
479,200,Consumption,LSTM,1,Adam,MSE,0.001,36,2,-0.310092
479,400,Consumption,LSTM,1,Adam,MSE,0.001,36,2,-0.127912
480,50,Consumption,LSTM,1,Adam,MSE,0.001,36,4,0.436059
480,100,Consumption,LSTM,1,Adam,MSE,0.001,36,4,0.410272
480,200,Consumption,LSTM,1,Adam,MSE,0.001,36,4,-0.0278216
480,400,Consumption,LSTM,1,Adam,MSE,0.001,36,4,0.0294586
481,50,Consumption,GRU,1,Adam,MSE,0.001,12,2,0.422367
481,100,Consumption,GRU,1,Adam,MSE,0.001,12,2,0.389661
481,200,Consumption,GRU,1,Adam,MSE,0.001,12,2,0.176567
481,400,Consumption,GRU,1,Adam,MSE,0.001,12,2,-0.312786
482,50,Consumption,GRU,1,Adam,MSE,0.001,12,4,0.487348
482,100,Consumption,GRU,1,Adam,MSE,0.001,12,4,0.440285
482,200,Consumption,GRU,1,Adam,MSE,0.001,12,4,0.234208
482,400,Consumption,GRU,1,Adam,MSE,0.001,12,4,0.305186
483,50,Consumption,GRU,1,Adam,MSE,0.001,24,2,0.449953
483,100,Consumption,GRU,1,Adam,MSE,0.001,24,2,0.43164
483,200,Consumption,GRU,1,Adam,MSE,0.001,24,2,-0.10408
483,400,Consumption,GRU,1,Adam,MSE,0.001,24,2,-0.302404
484,50,Consumption,GRU,1,Adam,MSE,0.001,24,4,0.452193
484,100,Consumption,GRU,1,Adam,MSE,0.001,24,4,0.414066
484,200,Consumption,GRU,1,Adam,MSE,0.001,24,4,0.0307157
484,400,Consumption,GRU,1,Adam,MSE,0.001,24,4,0.181258
485,50,Consumption,GRU,1,Adam,MSE,0.001,36,2,0.456566
485,100,Consumption,GRU,1,Adam,MSE,0.001,36,2,0.430927
485,200,Consumption,GRU,1,Adam,MSE,0.001,36,2,0.0336243
485,400,Consumption,GRU,1,Adam,MSE,0.001,36,2,-0.279176
486,50,Consumption,GRU,1,Adam,MSE,0.001,36,4,0.438889
486,100,Consumption,GRU,1,Adam,MSE,0.001,36,4,0.376076
486,200,Consumption,GRU,1,Adam,MSE,0.001,36,4,0.152221
486,400,Consumption,GRU,1,Adam,MSE,0.001,36,4,0.252853
487,50,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,2,0.352947
487,100,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,2,0.408951
487,200,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,2,0.433266
487,400,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,2,0.441313
488,50,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,4,0.43814
488,100,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,4,0.428284
488,200,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,4,0.442236
488,400,Consumption,FEEDFORWARD,1,Adam,MSE,0.0001,1,4,0.403583
493,50,Consumption,LSTM,1,Adam,MSE,0.0001,12,2,0.261451
493,100,Consumption,LSTM,1,Adam,MSE,0.0001,12,2,0.383747
493,200,Consumption,LSTM,1,Adam,MSE,0.0001,12,2,0.440135
493,400,Consumption,LSTM,1,Adam,MSE,0.0001,12,2,0.421293
494,50,Consumption,LSTM,1,Adam,MSE,0.0001,12,4,0.15622
494,100,Consumption,LSTM,1,Adam,MSE,0.0001,12,4,0.254836
494,200,Consumption,LSTM,1,Adam,MSE,0.0001,12,4,0.446503
494,400,Consumption,LSTM,1,Adam,MSE,0.0001,12,4,0.412268
495,50,Consumption,LSTM,1,Adam,MSE,0.0001,24,2,0.311823
495,100,Consumption,LSTM,1,Adam,MSE,0.0001,24,2,0.360503
495,200,Consumption,LSTM,1,Adam,MSE,0.0001,24,2,0.430427
495,400,Consumption,LSTM,1,Adam,MSE,0.0001,24,2,0.408431
496,50,Consumption,LSTM,1,Adam,MSE,0.0001,24,4,0.0995211
496,100,Consumption,LSTM,1,Adam,MSE,0.0001,24,4,0.083156
496,200,Consumption,LSTM,1,Adam,MSE,0.0001,24,4,0.224066
496,400,Consumption,LSTM,1,Adam,MSE,0.0001,24,4,0.306158
497,50,Consumption,LSTM,1,Adam,MSE,0.0001,36,2,0.270897
497,100,Consumption,LSTM,1,Adam,MSE,0.0001,36,2,0.325321
497,200,Consumption,LSTM,1,Adam,MSE,0.0001,36,2,0.409374
497,400,Consumption,LSTM,1,Adam,MSE,0.0001,36,2,0.408372
498,50,Consumption,LSTM,1,Adam,MSE,0.0001,36,4,0.117371
498,100,Consumption,LSTM,1,Adam,MSE,0.0001,36,4,0.130555
498,200,Consumption,LSTM,1,Adam,MSE,0.0001,36,4,0.150207
498,400,Consumption,LSTM,1,Adam,MSE,0.0001,36,4,0.0172083
499,50,Consumption,GRU,1,Adam,MSE,0.0001,12,2,0.36657
499,100,Consumption,GRU,1,Adam,MSE,0.0001,12,2,0.426136
499,200,Consumption,GRU,1,Adam,MSE,0.0001,12,2,0.439528
499,400,Consumption,GRU,1,Adam,MSE,0.0001,12,2,0.423326
500,50,Consumption,GRU,1,Adam,MSE,0.0001,12,4,0.344724
500,100,Consumption,GRU,1,Adam,MSE,0.0001,12,4,0.41559
500,200,Consumption,GRU,1,Adam,MSE,0.0001,12,4,0.434221
500,400,Consumption,GRU,1,Adam,MSE,0.0001,12,4,0.460964
501,50,Consumption,GRU,1,Adam,MSE,0.0001,24,2,0.40799
501,100,Consumption,GRU,1,Adam,MSE,0.0001,24,2,0.439185
501,200,Consumption,GRU,1,Adam,MSE,0.0001,24,2,0.430975
501,400,Consumption,GRU,1,Adam,MSE,0.0001,24,2,0.412778
502,50,Consumption,GRU,1,Adam,MSE,0.0001,24,4,0.37886
502,100,Consumption,GRU,1,Adam,MSE,0.0001,24,4,0.458437
502,200,Consumption,GRU,1,Adam,MSE,0.0001,24,4,0.436791
502,400,Consumption,GRU,1,Adam,MSE,0.0001,24,4,0.449227
503,50,Consumption,GRU,1,Adam,MSE,0.0001,36,2,0.421962
503,100,Consumption,GRU,1,Adam,MSE,0.0001,36,2,0.39537
503,200,Consumption,GRU,1,Adam,MSE,0.0001,36,2,0.427854
503,400,Consumption,GRU,1,Adam,MSE,0.0001,36,2,0.42864
504,50,Consumption,GRU,1,Adam,MSE,0.0001,36,4,0.333281
504,100,Consumption,GRU,1,Adam,MSE,0.0001,36,4,0.409116
504,200,Consumption,GRU,1,Adam,MSE,0.0001,36,4,0.473341
504,400,Consumption,GRU,1,Adam,MSE,0.0001,36,4,0.437904
505,50,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,2,-0.861354
505,100,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,2,-0.445424
505,200,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,2,-0.288606
505,400,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,2,-0.0413018
506,50,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,4,-0.665828
506,100,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,4,-1.44215
506,200,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,4,-0.457339
506,400,Consumption,FEEDFORWARD,1,Adam,MAPE,0.001,1,4,-0.443995
511,50,Consumption,LSTM,1,Adam,MAPE,0.001,12,2,-1.39277
511,100,Consumption,LSTM,1,Adam,MAPE,0.001,12,2,-1.45251
511,200,Consumption,LSTM,1,Adam,MAPE,0.001,12,2,-1.45494
511,400,Consumption,LSTM,1,Adam,MAPE,0.001,12,2,-1.40353
512,50,Consumption,LSTM,1,Adam,MAPE,0.001,12,4,-1.45942
512,100,Consumption,LSTM,1,Adam,MAPE,0.001,12,4,-1.43382
512,200,Consumption,LSTM,1,Adam,MAPE,0.001,12,4,-1.44803
512,400,Consumption,LSTM,1,Adam,MAPE,0.001,12,4,-1.48027
513,50,Consumption,LSTM,1,Adam,MAPE,0.001,24,2,-1.38467
513,100,Consumption,LSTM,1,Adam,MAPE,0.001,24,2,-1.40988
513,200,Consumption,LSTM,1,Adam,MAPE,0.001,24,2,-1.48896
513,400,Consumption,LSTM,1,Adam,MAPE,0.001,24,2,-1.43597
514,50,Consumption,LSTM,1,Adam,MAPE,0.001,24,4,-1.49993
514,100,Consumption,LSTM,1,Adam,MAPE,0.001,24,4,-1.43614
514,200,Consumption,LSTM,1,Adam,MAPE,0.001,24,4,-1.4132
514,400,Consumption,LSTM,1,Adam,MAPE,0.001,24,4,-1.42907
515,50,Consumption,LSTM,1,Adam,MAPE,0.001,36,2,-1.4365
515,100,Consumption,LSTM,1,Adam,MAPE,0.001,36,2,-1.42924
515,200,Consumption,LSTM,1,Adam,MAPE,0.001,36,2,-1.43389
515,400,Consumption,LSTM,1,Adam,MAPE,0.001,36,2,-1.45167
516,50,Consumption,LSTM,1,Adam,MAPE,0.001,36,4,-1.44112
516,100,Consumption,LSTM,1,Adam,MAPE,0.001,36,4,-1.45741
516,200,Consumption,LSTM,1,Adam,MAPE,0.001,36,4,-1.43822
516,400,Consumption,LSTM,1,Adam,MAPE,0.001,36,4,-1.46493
517,50,Consumption,GRU,1,Adam,MAPE,0.001,12,2,-1.52134
517,100,Consumption,GRU,1,Adam,MAPE,0.001,12,2,-1.45358
517,200,Consumption,GRU,1,Adam,MAPE,0.001,12,2,-1.44006
517,400,Consumption,GRU,1,Adam,MAPE,0.001,12,2,-1.44808
518,50,Consumption,GRU,1,Adam,MAPE,0.001,12,4,-1.44732
518,100,Consumption,GRU,1,Adam,MAPE,0.001,12,4,-1.49006
518,200,Consumption,GRU,1,Adam,MAPE,0.001,12,4,-1.49054
518,400,Consumption,GRU,1,Adam,MAPE,0.001,12,4,-1.44014
519,50,Consumption,GRU,1,Adam,MAPE,0.001,24,2,-1.38935
519,100,Consumption,GRU,1,Adam,MAPE,0.001,24,2,-1.54026
519,200,Consumption,GRU,1,Adam,MAPE,0.001,24,2,-1.43318
519,400,Consumption,GRU,1,Adam,MAPE,0.001,24,2,-1.4418
520,50,Consumption,GRU,1,Adam,MAPE,0.001,24,4,-1.51869
520,100,Consumption,GRU,1,Adam,MAPE,0.001,24,4,-1.50576
520,200,Consumption,GRU,1,Adam,MAPE,0.001,24,4,-1.46422
520,400,Consumption,GRU,1,Adam,MAPE,0.001,24,4,-1.4422
521,50,Consumption,GRU,1,Adam,MAPE,0.001,36,2,-1.5515
521,100,Consumption,GRU,1,Adam,MAPE,0.001,36,2,-1.43477
521,200,Consumption,GRU,1,Adam,MAPE,0.001,36,2,-1.43123
521,400,Consumption,GRU,1,Adam,MAPE,0.001,36,2,-1.49627
522,50,Consumption,GRU,1,Adam,MAPE,0.001,36,4,-1.5056
522,100,Consumption,GRU,1,Adam,MAPE,0.001,36,4,-1.46613
522,200,Consumption,GRU,1,Adam,MAPE,0.001,36,4,-1.43807
522,400,Consumption,GRU,1,Adam,MAPE,0.001,36,4,-1.44877
523,50,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,2,-1.17459
523,100,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,2,-1.14539
523,200,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,2,-1.08185
523,400,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,2,-0.73576
524,50,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,4,-1.32294
524,100,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,4,-1.33352
524,200,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,4,-1.03975
524,400,Consumption,FEEDFORWARD,1,Adam,MAPE,0.0001,1,4,-0.589634
529,50,Consumption,LSTM,1,Adam,MAPE,0.0001,12,2,-1.38474
529,100,Consumption,LSTM,1,Adam,MAPE,0.0001,12,2,-1.35068
529,200,Consumption,LSTM,1,Adam,MAPE,0.0001,12,2,-1.27409
529,400,Consumption,LSTM,1,Adam,MAPE,0.0001,12,2,-1.30862
530,50,Consumption,LSTM,1,Adam,MAPE,0.0001,12,4,-1.42229
530,100,Consumption,LSTM,1,Adam,MAPE,0.0001,12,4,-1.44512
530,200,Consumption,LSTM,1,Adam,MAPE,0.0001,12,4,-1.43364
530,400,Consumption,LSTM,1,Adam,MAPE,0.0001,12,4,-1.43992
531,50,Consumption,LSTM,1,Adam,MAPE,0.0001,24,2,-1.36859
531,100,Consumption,LSTM,1,Adam,MAPE,0.0001,24,2,-1.48149
531,200,Consumption,LSTM,1,Adam,MAPE,0.0001,24,2,-1.25017
531,400,Consumption,LSTM,1,Adam,MAPE,0.0001,24,2,-1.27912
532,50,Consumption,LSTM,1,Adam,MAPE,0.0001,24,4,-1.44789
532,100,Consumption,LSTM,1,Adam,MAPE,0.0001,24,4,-1.423
532,200,Consumption,LSTM,1,Adam,MAPE,0.0001,24,4,-1.45441
532,400,Consumption,LSTM,1,Adam,MAPE,0.0001,24,4,-1.42699
533,50,Consumption,LSTM,1,Adam,MAPE,0.0001,36,2,-1.45824
533,100,Consumption,LSTM,1,Adam,MAPE,0.0001,36,2,-1.37308
533,200,Consumption,LSTM,1,Adam,MAPE,0.0001,36,2,-1.37779
533,400,Consumption,LSTM,1,Adam,MAPE,0.0001,36,2,-1.38299
534,50,Consumption,LSTM,1,Adam,MAPE,0.0001,36,4,-1.49231
534,100,Consumption,LSTM,1,Adam,MAPE,0.0001,36,4,-1.42698
534,200,Consumption,LSTM,1,Adam,MAPE,0.0001,36,4,-1.42977
534,400,Consumption,LSTM,1,Adam,MAPE,0.0001,36,4,-1.44644
535,50,Consumption,GRU,1,Adam,MAPE,0.0001,12,2,-1.45027
535,100,Consumption,GRU,1,Adam,MAPE,0.0001,12,2,-1.41254
535,200,Consumption,GRU,1,Adam,MAPE,0.0001,12,2,-1.38337
535,400,Consumption,GRU,1,Adam,MAPE,0.0001,12,2,-1.32645
